[[FileID]],[[Group]],[[GroupNo]],[[Key]],[[Sequence]],[[English]],[[Japanese]],[[MTrans]],[[メモ]],[[管理用メモ]],[[Version]],98.06%
Terraria.Localization.Content.en-US,CLI,4,Server,1,Terraria Server {0},,Terrariaサーバ{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,AvailableCommands,2,Available commands:,,利用可能なコマンド：,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Help_Command,3,help,,助けて,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Help_Description,4,Displays a list of commands.,,コマンドの一覧を表示します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Playing_Command,5,playing,,遊び,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Playing_Description,6,Shows the list of players.,,選手のリストを表示します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Clear_Command,7,clear,,明確な,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Clear_Description,8,Clear the console window.,,コンソールウィンドウをクリアします。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Exit_Command,9,exit,,出口,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Exit_Description,10,Shutdown the server and save.,,サーバをシャットダウンして保存。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ExitNoSave_Command,11,exit-nosave,,出口NOSAVE,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ExitNoSave_Description,12,Shutdown the server without saving.,,保存せずにサーバをシャットダウンします。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Save_Command,13,save,,セーブ,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Save_Description,14,Save the game world.,,ゲームの世界を保存します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Kick_Command,15,kick,,キック,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Kick_Example,16,kick <player>,,キック<プレイヤー>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Kick_Description,17,Kicks a player from the server.,,サーバーからのプレーヤーを蹴ります。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Ban_Command,18,ban,,禁止,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Ban_Example,19,ban <player>,,禁止<プレイヤー>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Ban_Description,20,Bans a player from the server.,,サーバーからのプレーヤーを禁止します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Password_Command,21,password,,パスワード,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Password_Description,22,Show password.,,パスワードを表示します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetPassword_Command,23,password,,パスワード,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetPassword_Example,24,password <pass>,,パスワード<パス>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetPassword_Description,25,Change password.,,パスワードを変更する。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Version_Command,26,version,,バージョン,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Version_Description,27,Print version number.,,プリントバージョン番号。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Time_Command,28,time,,時間,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Time_Description,29,Display game time.,,ディスプレイのゲームの時間。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Port_Command,30,port,,ポート,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Port_Description,31,Print the listening port.,,リスニングポートを印刷します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,MaxPlayers_Command,32,maxplayers,,maxplayers,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,MaxPlayers_Description,33,Print the max number of players.,,プレイヤーの最大数を出力します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Say_Command,34,say,,いう,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Say_Example,35,say <words>,,<言葉>と言います,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Say_Description,36,Send a message.,,メッセージを送ります。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,MOTD_Command,37,motd,,MOTD,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,MOTD_Description,38,Print MOTD.,,MOTDを印刷します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetMOTD_Command,39,motd,,MOTD,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetMOTD_Example,40,motd <words>,,MOTD <言葉>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetMOTD_Description,41,Change MOTD.,,MOTDを変更します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Dawn_Command,42,dawn,,夜明け,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Dawn_Description,43,Change time to dawn.,,夜明けまでの時間を変更します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Noon_Command,44,noon,,正午,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Noon_Description,45,Change time to noon.,,正午までの時間を変更します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Dusk_Command,46,dusk,,夕暮れ,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Dusk_Description,47,Change time to dusk.,,夕暮れまでの時間を変更します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Midnight_Command,48,midnight,,真夜中,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Midnight_Description,49,Change time to midnight.,,深夜までの時間を変更します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Settle_Command,50,settle,,解決します,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Settle_Description,51,Settle all water.,,すべての水をセトル。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Seed_Command,52,seed,,シード,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Seed_Description,53,Displays the world seed.,,世界の種子を表示します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,FPS_Command,54,fps,,FPS,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,WaterIsAlreadySettling,55,Water is already settling,,水はすでにセトリングされます,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Time,56,Time: {0},,時間：{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,PlayerLimit,57,Player limit: {0},,プレイヤ限界：{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Port,58,Port: {0},,ポート：{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,NoPlayers,59,No players connected.,,接続されていない選手。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,OnePlayerConnected,60,1 player connected.,,1人のプレーヤーが接続されています。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,PlayersConnected,61,{0} players connected.,,{0}プレイヤーが接続されています。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,NoMOTD,62,Welcome to {0}!,,{0}へようこそ！,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,MOTD,63,MOTD: {0},,MOTD：{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,NoPassword,64,No password set.,,パスワードが設定されていません。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Password,65,Password: {0},,パスワード：{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,PasswordDisabled,66,Password disabled.,,パスワードが無効になっています。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,PasswordSet,67,Password: {0},,パスワード：{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Say_Usage,68,Usage: say <words>,,使用法：回答<言葉>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ServerMessage,69,<Server> {0},,<サーバ> {0},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Kick_Usage,70,Usage: kick <player>,,使用法：キック<プレイヤー>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,KickMessage,71,Kicked from server.,,サーバから蹴りました。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Ban_Usage,72,Usage: ban <player>,,使用法：禁止<プレイヤー>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,BanMessage,73,Banned from server.,,サーバーから禁止。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,InvalidCommand,74,Invalid command.,,無効なコマンド。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetInitialMaxPlayers,75,Max players (press enter for 8): ,,最大プレイヤー（プレスが8のために入力します）：,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,SetInitialPort,76,Server port (press enter for 7777): ,,サーバーポート（プレスが7777のために入力します）：,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,AutomaticPortForward,77,Automatically forward port? (y/n): ,,自動的にポートフォワード？ （Y / N）：,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Yes,78,yes,,はい,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ShortYes,79,y,,Y,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,No,80,no,,いいえ,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ShortNo,81,n,,n個,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ListeningOnPort,82,Listening on port {0},,ポート{0}をリッスン,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,HelpHint,83,Type 'help' for a list of commands.,,コマンドのリストについては、「ヘルプ」を入力します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ChooseWorld,84,Choose World: ,,世界を選択します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,NewWorld_Description,85,New World,,新世界,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,NewWorld_Command,86,n,,n個,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,DeleteWorld_Description,87,Delete World,,世界の削除,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,DeleteWorld_Command,88,d,,D,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,DeleteWorld_Example,89,d <number>,,D <番号>,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,DeleteConfirmation,90,Really delete {0}?,,本当に削除{0}？,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ChooseSize,91,Choose size: ,,サイズを選択します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ChooseDifficulty,92,Choose difficulty: ,,難易度を選択します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ChooseEvil,93,Choose world evil: ,,世界の悪を選択します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Random,94,Random,,ランダム,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Corrupt,95,Corrupt,,破損,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,Crimson,96,Crimson,,真紅,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,EnterWorldName,97,Enter world name: ,,世界の名前を入力します。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,EnterServerPassword,98,Server password (press enter for none): ,,サーバーのパスワード（プレスなしのために入力します）：,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ClientWasBooted,99,{0} was booted: {1},,{0}起動された：{1},,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,ServerStarted,100,Server started,,サーバーの開始,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,EnterSeed,101,Enter Seed (Leave Blank For Random):,,シードを入力します（ランダムの場合は空白のままにします）：,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,NoValidSeed,102,This world was generated in an older version that did not support seeds.,,この世界は、種子をサポートしていませんでした古いバージョンで生成されました。,,翻訳不要,,1
Terraria.Localization.Content.en-US,CLI,4,DisplaySeed,103,World Seed: {0},,世界種子：{0},,翻訳不要,,1
Terraria.Localization.Content.en-US,UI,5,Effects,1,Effects,エフェクト,効果,,,,1
Terraria.Localization.Content.en-US,UI,5,LoadingCode,2,Loading:,,読み込んでいます：,,,,
Terraria.Localization.Content.en-US,UI,5,Favorite,3,Favorite,お気に入り,お気に入り,,,,1
Terraria.Localization.Content.en-US,UI,5,Unfavorite,4,Unfavorite,お気に入りから削除,お気に入りから削除,,,,1
Terraria.Localization.Content.en-US,UI,5,MoveToCloud,5,Move to cloud,クラウドへ移動,クラウドに移行,,,,1
Terraria.Localization.Content.en-US,UI,5,MoveOffCloud,6,Move off cloud,クラウドへの移動を停止,クラウドをオフに移動します,,,,1
Terraria.Localization.Content.en-US,UI,5,Play,7,Play,プレイ,遊びます,,,,1
Terraria.Localization.Content.en-US,UI,5,Delete,8,Delete,削除,削除,,,,1
Terraria.Localization.Content.en-US,UI,5,Softcore,9,Softcore,ソフトコア,ソフトコア,,,,1
Terraria.Localization.Content.en-US,UI,5,Mediumcore,10,Mediumcore,ミディアムコア,Mediumcore,,,,1
Terraria.Localization.Content.en-US,UI,5,Hardcore,11,Hardcore,ハードコア,ハードコア,,,,1
Terraria.Localization.Content.en-US,UI,5,Expert,12,Expert,エキスパート,専門,,,,1
Terraria.Localization.Content.en-US,UI,5,Normal,13,Normal,ノーマル,ノーマル,,,,1
Terraria.Localization.Content.en-US,UI,5,WorldSizeFormat,14,{0} World,{0} ワールド,{0}ワールド,,,,1
Terraria.Localization.Content.en-US,UI,5,WorldCreatedFormat,15,Created: {0},作成日：{0},作成：{0},,,,1
Terraria.Localization.Content.en-US,UI,5,SelectWorld,16,Select World,ワールドの選択,世界を選択,,,,1
Terraria.Localization.Content.en-US,UI,5,SelectPlayer,17,Select Player,プレイヤーの選択,プレイヤーを選択して,,,,1
Terraria.Localization.Content.en-US,UI,5,Back,18,Back,戻る,バック,,,,1
Terraria.Localization.Content.en-US,UI,5,New,19,New,新規,新しい,,,,1
Terraria.Localization.Content.en-US,UI,5,EnterMessage,20,Enter message:,,メッセージを入力します。,,,,
Terraria.Localization.Content.en-US,UI,5,EnterNewName,21,Enter new name:,,新しい名前を入力します。,,,,
Terraria.Localization.Content.en-US,UI,5,Achievements,22,Achievements,実績,実績,,,,1
Terraria.Localization.Content.en-US,UI,5,Keybindings,23,Keybindings,キーバインド,キーバインド,,,,1
Terraria.Localization.Content.en-US,UI,5,Save,24,Save,セーブ,セーブ,,,,1
Terraria.Localization.Content.en-US,UI,5,Submit,25,Submit,決定,提出します,,,,1
Terraria.Localization.Content.en-US,UI,5,Cancel,26,Cancel,キャンセル,キャンセル,,,,1
Terraria.Localization.Content.en-US,UI,5,SpaceButton,27,Space,,スペース,,,,
Terraria.Localization.Content.en-US,UI,5,EnterButton,28,Enter,,入る,,,,
Terraria.Localization.Content.en-US,UI,5,RestoreButton,29,Restore,,リストア,,,,
Terraria.Localization.Content.en-US,UI,5,WorldSizeSmall,30,Small,スモール,小さい,,,,1
Terraria.Localization.Content.en-US,UI,5,WorldSizeMedium,31,Medium,ミディアム,中,,,,1
Terraria.Localization.Content.en-US,UI,5,WorldSizeLarge,32,Large,ラージ,大,,,,1
Terraria.Localization.Content.en-US,UI,5,WorldSizeUnknown,33,Unknown,,未知の,,,,
Terraria.Localization.Content.en-US,UI,5,NormalDescriptionFlavor,34,Your Journey Begins...,さあ、冒険の始まりだ・・・,あなたの旅が始まります...,,,,1
Terraria.Localization.Content.en-US,UI,5,NormalDescription,35,(The standard Terraria Experience),（テラリアの標準的な世界を体験する）,（標準Terrariaエクスペリエンス）,,,,1
Terraria.Localization.Content.en-US,UI,5,ExpertDescriptionFlavor,36,"Fortune & Glory, Kid.",冨と栄光さ、坊や,フォーチュン＆グローリー、キッド。,「インディ・ジョーンズ／魔宮の伝説」の台詞より,,,1
Terraria.Localization.Content.en-US,UI,5,ExpertDescription,37,(Far Greater Difficulty & Loot),(高難易度＆高ルート),（はるかに大きな困難＆戦利品）,,,,1
Terraria.Localization.Content.en-US,UI,5,More,38,more,,もっと,,,,
Terraria.Localization.Content.en-US,UI,5,CopySeed,39,Copy Seed: {0},,コピーシード：{0},,,,
Terraria.Localization.Content.en-US,UI,5,SeedCopied,40,Seed Copied,,シードコピーされました,,,,
Terraria.Localization.Content.en-US,UI,5,EnterSeed,41,Enter Seed (Leave Blank For Random),,シードを入力します（ランダムの場合は空白のままにします）,,,,
Terraria.Localization.Content.en-US,UI,5,BartenderHelp,42,Eternia Crystal,エターニアの水晶,エターニアクリスタル,,,,1
Terraria.Localization.Content.en-US,UI,5,Ellipsis,45,...,,...,,,,
Terraria.Localization.Content.en-US,Net,6,ClientStatusComplete,1,({0}) {1} {2}: Complete!,,（{0}）{1} {2}：完全！,,,,
Terraria.Localization.Content.en-US,Net,6,ClientConnecting,2,{0} is connecting...,,{0}は接続されています...,,,,
Terraria.Localization.Content.en-US,Net,6,ClientSendingData,3,({0}) {1} is sending player data...,,（{0}）{1}プレイヤーデータを送信しています...,,,,
Terraria.Localization.Content.en-US,Net,6,ClientRequestedWorldInfo,4,({0}) {1} requested world information,,（{0}）{1}世界の情報を要求し,,,,
Terraria.Localization.Content.en-US,Net,6,ClientPlaying,5,({0}) {1} is playing,,（{0}）{1}再生されています,,,,
Terraria.Localization.Content.en-US,Net,6,WaitingForClients,6,Waiting for clients...,,クライアントを待っています...,,,,
Terraria.Localization.Content.en-US,Net,6,ClientsConnected,7,{0} clients connected,,{0}のクライアントが接続されています,,,,
Terraria.Localization.Content.en-US,Net,6,CheatingProjectileSpam,8,Cheating attempt detected: Projectile spam,,不正行為の試みが検出されました：プロジェクタイルスパム,,,,
Terraria.Localization.Content.en-US,Net,6,CheatingTileSpam,9,Cheating attempt detected: Add tile spam,,検出された不正行為の試み：タイルスパムを追加します。,,,,
Terraria.Localization.Content.en-US,Net,6,CheatingTileRemovalSpam,10,Cheating attempt detected: Remove tile spam,,検出された不正行為の試み：タイルスパムを削除します,,,,
Terraria.Localization.Content.en-US,Net,6,CheatingLiquidSpam,11,Cheating attempt detected: Liquid spam,,検出された不正行為の試み：液体スパム,,,,
Terraria.Localization.Content.en-US,Net,6,CheatingInvalid,12,Cheating attempt detected: Invalid kick-out,,検出された不正行為の試み：無効なキックアウト,,,,
Terraria.Localization.Content.en-US,Net,6,ServerAutoShutdown,13,Local player left. Autoshutdown starting.,,ローカルプレーヤーが左。自動シャットダウンを開始します。,,,,
Terraria.Localization.Content.en-US,Net,6,ConnectingTo,14,Connecting to {0},{0}に接続します,{0}に接続します,,,,1
Terraria.Localization.Content.en-US,Net,6,IsReceivingTileData,15,is receiving tile data,,タイルデータを受信して​​います,,,,
Terraria.Localization.Content.en-US,Net,6,LostConnection,16,Lost connection,,接続が切れました,,,,
Terraria.Localization.Content.en-US,Net,6,FoundServer,17,Found server,,見つかったサーバー,,,,
Terraria.Localization.Content.en-US,Net,6,SendingPlayerData,18,Sending player data...,,プレイヤーデータを送信中...,,,,
Terraria.Localization.Content.en-US,Net,6,RequestingWorldInformation,19,Requesting world information,,世界の情報を要求します,,,,
Terraria.Localization.Content.en-US,Net,6,RequestingTileData,20,Requesting tile data,,タイルデータを要求します,,,,
Terraria.Localization.Content.en-US,Net,6,StatusComplete,21,{0}: Complete!,,{0}：完了します！,,,,
Terraria.Localization.Content.en-US,Net,6,NameTooLong,22,Name is too long.,,名前が長すぎます。,,,,
Terraria.Localization.Content.en-US,Net,6,EmptyName,23,Empty name.,,空の名前。,,,,
Terraria.Localization.Content.en-US,GameUI,7,HeavyRain,1,Heavy Rain,大雨,大雨,,,,1
Terraria.Localization.Content.en-US,GameUI,7,Rain,2,Rain,雨,雨,,,,1
Terraria.Localization.Content.en-US,GameUI,7,LightRain,3,Light Rain,小雨,小雨,,,,1
Terraria.Localization.Content.en-US,GameUI,7,Overcast,4,Overcast,曇り,曇り,,,,1
Terraria.Localization.Content.en-US,GameUI,7,MostlyCloudy,5,Mostly Cloudy,曇りのち晴れ,ほとんど曇り,,,,1
Terraria.Localization.Content.en-US,GameUI,7,Cloudy,6,Cloudy,曇り,曇りました,,,,1
Terraria.Localization.Content.en-US,GameUI,7,PartlyCloudy,7,Partly Cloudy,晴れときどき曇り,晴れときどき曇り,,,,1
Terraria.Localization.Content.en-US,GameUI,7,Clear,8,Clear,晴天,明確な,,,,1
Terraria.Localization.Content.en-US,GameUI,7,WestWind,9, ({0} mph W),(西風 {0}マイル), （{0} MPHのW）,,,,1
Terraria.Localization.Content.en-US,GameUI,7,EastWind,10, ({0} mph E),(東風 {0}マイル), （{0} MPH E）,,,,1
Terraria.Localization.Content.en-US,GameUI,7,FullMoon,11,Full Moon,満月,満月,,,,1
Terraria.Localization.Content.en-US,GameUI,7,WaningGibbous,12,Waning Gibbous,寝待月,衰退Gibbous,,,,1
Terraria.Localization.Content.en-US,GameUI,7,ThirdQuarter,13,Third Quarter,下弦の月,第3四半期,,,,1
Terraria.Localization.Content.en-US,GameUI,7,WaningCrescent,14,Waning Crescent,有明月,衰退クレセント,,,,1
Terraria.Localization.Content.en-US,GameUI,7,NewMoon,15,New Moon,新月,新月,,,,1
Terraria.Localization.Content.en-US,GameUI,7,WaxingCrescent,16,Waxing Crescent,三日月,ワックスがけクレセント,,,,1
Terraria.Localization.Content.en-US,GameUI,7,FirstQuarter,17,First Quarter,上弦の月,第1四半期,,,,1
Terraria.Localization.Content.en-US,GameUI,7,WaxingGibbous,18,Waxing Gibbous,十三夜月,ワックスがけGibbous,,,,1
Terraria.Localization.Content.en-US,GameUI,7,FishingWarning,19,Warning!,警告！,警告！,,,,1
Terraria.Localization.Content.en-US,GameUI,7,FishingPower,20,{0} Fishing Power,{0} フィッシング・パワー,{0}釣り電源,,,,1
Terraria.Localization.Content.en-US,GameUI,7,NoTreasureNearby,21,No treasure nearby,近くにお宝はありません,ノー宝近く,,,,1
Terraria.Localization.Content.en-US,GameUI,7,OreDetected,22,{0} detected nearby!,近くに {0} を発見！,{0}近くに検出！,,,,1
Terraria.Localization.Content.en-US,GameUI,7,NoRareCreatures,23,No rare creatures nearby,近くに珍しい生き物はいません,ノー珍しい生き物近く,,,,1
Terraria.Localization.Content.en-US,GameUI,7,NoEnemiesNearby,24,No enemies nearby,近くに敵はいません,近くの敵ません,,,,1
Terraria.Localization.Content.en-US,GameUI,7,OneEnemyNearby,25,1 enemy nearby!,近くに敵が一匹います。,近くの1体の敵！,,,,1
Terraria.Localization.Content.en-US,GameUI,7,EnemiesNearby,26,{0} enemies nearby!,近くに {0}匹の敵がいます！,近くの{0}の敵！,,,,1
Terraria.Localization.Content.en-US,GameUI,7,NoKillCount,27,Kill count unavailable,,利用できないカウント殺します,,,,
Terraria.Localization.Content.en-US,GameUI,7,NoDPS,28,N/A,N/A,N / A,,,,1
Terraria.Localization.Content.en-US,GameUI,7,DPS,29,{0} damage per second,{0} DPS,毎秒{0}損傷,,,,1
Terraria.Localization.Content.en-US,GameUI,7,Speed,30,{0} mph,{0} mph,{0} MPH,,,,1
Terraria.Localization.Content.en-US,GameUI,7,CompassEast,31,{0}' East,'{0}' East,{0}」イースト,,,,1
Terraria.Localization.Content.en-US,GameUI,7,CompassWest,32,{0}' West,'{0}' West,{0}」ウェスト,,,,1
Terraria.Localization.Content.en-US,GameUI,7,CompassCenter,33,Center,中央,センター,,,,1
Terraria.Localization.Content.en-US,GameUI,7,LayerUnderworld,34,Underworld,地底,黄泉,,,,1
Terraria.Localization.Content.en-US,GameUI,7,LayerCaverns,35,Caverns,洞窟,洞窟,,,,1
Terraria.Localization.Content.en-US,GameUI,7,LayerUnderground,36,Underground,地下,地下,,,,1
Terraria.Localization.Content.en-US,GameUI,7,LayerSurface,37,Surface,地表,表面,,,,1
Terraria.Localization.Content.en-US,GameUI,7,LayerSpace,38,Space,宇宙,スペース,,,,1
